username,time,text,tags,locations
ALMAKASSED,Aug 5,"العيادة الطبية المتنقلة لجمعية المقاصد تساهم بعلاج المصابين ضمن حملة إغاثة الأهالي المتضررين في بيروت
Makassed's Medical Mobile Units tend to the needs of the injured in Beirut#makassed #makassedeyoon #Beirut #Lebanon #المقاصد #مقاصديون #لبنان #بيروت #acultureofethics","['#المقاصد', '#acultureofethics', '#بيروت', '#makassedeyoon', '#makassed', '#مقاصديون', '#Lebanon', '#لبنان', '#Beirut']",
Sargis Khandanyan,Aug 5,"#Armenia is to support #Lebanon. It will include medicine, medical equipement, food and other supplies.","['#Armenia', '#Lebanon']",
Mazen Barbir,Aug 5,Sheikh Mohammed sends 30 tons of medical aid to Lebanon,[],
Ali H. Mokdad,Aug 5,"Nurse hailed as hero after pulling three newborns out of a hospital hit by Beirut blast. The Lebanese medical staff was already overwhelmed by #COVID19. True heroes. Pray for Lebanon, help Lebanon.",['#COVID19'],
𓂀 CANDY,Aug 5,"Egypt sends medical equipment and supports #Lebanon to help after the #Beirut explosion .
The two military planes full of medical equipment were sent from Egypt to Lebanon to help in the aftermath of an explosion in a port in Beirut,","['#Lebanon', '#Beirut']",
Fayrouz Saad,Aug 5,"For those looking to support the Lebanese people, here are a couple vetted ways:
@AUB_Lebanon
 medical is treating patients: https://give.aub.edu.lb/Aug4Response
@RedCrossLebanon
 also needs support: 
https://supportlrc.app/donate/donate_guest.html…

Please consider donating!

#Lebanon #Beirut #BeirutExplosion","['#BeirutExplosion', '#Lebanon', '#Beirut']",
Israel in Chicago,Aug 5,"""At the direction of Minister of Foreign Affairs Gabi Ashkenazi and Minister of Defense Benny Gantz, Israel this evening (Tuesday, 4 August 2020), offered humanitarian and medical assistance to the government of Lebanon.""

https://mfa.gov.il/MFA/PressRoom/2020/Pages/Israel-offers-humanitarian-aid-to-Lebanon-4-August-2020.aspx?utm_source=InforuMail&utm_medium=email&utm_campaign=Israel+offers+humanitarian+aid+to+Lebanon+4+August+2020…",[],
shaikh matin,Aug 5,"UAE sends 30 tons of medical aid to Lebanon. 
UAE's extension of immediate and generous support comes in for high praise. This is why i Love UAE and it’s kind hearted leadership.
#prayforLebanon #beirutexplosion… https://instagram.com/p/CDg070OFOJL/?igshid=1kurlgi4hpmeu…","['#prayforLebanon', '#beirutexplosion']",
أمل عبدالعزيزالهزاني,Aug 5,"Replying to 
@Doranimated",[],
COVID19,Aug 5,Medical Relief to Lebanon being raised by med students in Lebanon. Please give if you can. #Beirut #BeirutExplosion,"['#BeirutExplosion', '#Beirut']",
Is Mostafa,Aug 5,"#لبنان بحاجة الى معدات طبية..
#Lebanon needs medical equipments !

#Libano necesita insumos médicos!

#LebanonExplosion 
#لبنان_منكوب","['#لبنان_منكوب', '#Libano', '#LebanonExplosion', '#Lebanon', '#لبنان']",
CairoScene,Aug 5,"Two military planes full of medical equipment ordered by President Abdel Fattah el-Sisi have been sent from Egypt to Lebanon to help with the aftermath of an explosion at a port in Beirut, which has claimed over a hundred lives and left thousands injured.

http://shorturl.at/hmvHU",[],
Sorena Montazer,Aug 5,"Replying to 
@Mikosh7S
 and 
@TimesofIsrael",[],
UAE Forsan,Aug 5,"Under the directives of HH Sheikh Mohammed bin Rashid Al Maktoum, #UAE Vice President, Prime Minister and Ruler of Dubai, the UAE dispatches emergency medical aid, including 30 tonnes of medical supplies, to #Lebanon 
#BeirutInOurHearts
#Beirut 
#BeirutBlast  
#انفجار_بيروت","['#BeirutInOurHearts', '#UAE', '#BeirutBlast', '#Lebanon', '#انفجار_بيروت', '#Beirut']",
Rohit,Aug 5,"Replying to 
@Hunartweets
 and 
@vog_connect",[],
Sagar Shahani,Aug 5,"Whilst watching the TV I realised that immense damage has been caused in Lebanon because of the blast. I request our 
@PMOIndia
 to provide any type of medical assistance to the Govt of Lebanon. My thoughts and prayers to all the victims.",[],
Brig V Mahalingam,Aug 5,Israeli Defense Forces says that it was time to ‘transcend conflict’ between Lebanon & Israel the two neighbors. Israel’s Kan public radio said Israel had also expressed readiness to receive people hurt in the blast for medical treatment. Good sense it seems has prevailed.,[],
H.O.M.E.,Aug 5,"Following the devastating explosion at a nuclear scale in Lebanon, join us in an urgent medical relief campaign! http://Homeforhim.org/donate https://instagram.com/p/CDgy223pdlf/?igshid=1bcvbpf6mjtmq…",[],
jana,Aug 5,"it really is so terrible that arab countries right now are so silent about everything happening in lebanon, which is only opening the platform for parasites like isreal to boast about providing medical and financial support. Arab countries, you need to do better.",[],
ibn baldwin,Aug 5,"Lebanon needs medical equipment urgently so if any of my followers have the necessary contacts please pick up your phone right now and make that phone call. 

And let them get in touch with the hospitals directly, not the government. It will be falling soon enough.",[],
هند مانع العتيبة Hend Al Otaiba,Aug 5,UAE stands with Lebanon and sends 30 tons of medical supplies to help with the tragic incident,[],
AndPeggyRose,Aug 5,"Replying to 
@uhmbrellavibes
 @speedboygamer1
 and 
@KonekoKittenYT",[],
fahitk,Aug 5,China's peacekeeping and medical unit to Lebanon will provide medical assistance to Beirut.,[],
"Nitsana Darshan-Leitner | עו""ד ניצנה דרשן-לייטנר",Aug 5,"#Lebanon declares two-week emergency. #Israeli PM 
@netanyahu
 offers humanitarian and medical aid. 
Regardless of our history and dispute, we extend full #solidarity.","['#Israeli', '#solidarity', '#Lebanon']",
Ahval,Aug 5,"Turkey sends rescue, medical teams to Lebanon after Beirut explosion",[],
amirah,Aug 5,"Medical Relief to Lebanon: https://gofundme.com/f/medical-relief-to-lebanon…

Lebanese Red Cross: https://supportlrc.app/donate/donate_guest.html…

Lebanon Needs: https://gofundme.com/f/lebanonneedsorg…",[],
,,,[],
Sepp,Aug 5,No words can provide comfort in response to the tragedy Lebanon experienced. But I’m praying that somehow those impacted in Beirut are able to get the medical/mental/social support they need and peace at some point down the line.,[],
Rafka Abou Salem,Aug 5,"HOW TO HELP:
My friend 
@hadimourad1
 has an initiative for medical support, and is well connected. Please let me know so I can send you the details.
#Lebanon #Beirut #PrayForLebanon #PrayForBeirut","['#PrayForLebanon', '#PrayForBeirut', '#Lebanon', '#Beirut']",
Gulf News,Aug 5,"Sheikh Mohammed sends 30 tons of medical aid to Lebanon

UAE's extension of immediate and generous support comes in for high praise
@HHShkMohd
 #UAE #beirutblasts #beirutblast cause","['#beirutblasts', '#UAE', '#beirutblast']",
UAE BARQ,Aug 5,"Under the directives of His Highness Sheikh #MohammedbinRashid – #UAE dispatches emergency medical aid to #Lebanon.

#UAE_BARQ_EN","['#MohammedbinRashid', '#UAE', '#UAE_BARQ_EN', '#Lebanon']",
Bob Scott,Aug 5,Israel offers Lebanon humanitarian and medical aid following Beirut disaster,[],
The Desi Times,Aug 5,"Lebanon’s prime minister cites ammonium nitrate as cause.Defense Council declares two-week state of emergency.Damage extends over half of city. Medical stockpiles destroyed, number of hospitals damaged. 90% of hotels can no longer be used.#LebanonExplosion #montysaiyed","['#LebanonExplosion', '#montysaiyed']",
し ろ ゐ わ,Aug 5,Medical Relief to Lebanon,[],
UMR,Aug 5,"UMR has already begun preparing emergency medical kits to send to Lebanon - but we need YOU.
CLICK THE LINK to donate to our Lebanon emergency relief fund. #standwithLebanon 
https://give.umrelief.org/campaign/lebanon-emergency/c276264…",['#standwithLebanon'],
ANews,Aug 5,The Turkish Red Crescent said on Wednesday that it is set to send an aid team and emergency medical supplies to Lebanon in the wake of a gigantic explosion Tuesday.,[],
Naharnet,Aug 5,WHO Airlifting Medical Supplies to Lebanon,[],
The International Mission of O.C.U.N.I.G.O,Aug 5,"Our hearts, are with the People of Lebanon, as they grieve and recover from the traumatic experience of August 4th 2020. We duly offer, our sincere Assistance to the People and Government of Lebanon, we will be sending Medical Supplies and Investigating Firefighters.",[],
gigi,Aug 5,"Egypt sends immediate medical aid to our beloved Lebanon 
 #بيروت_في_قلوبنا #beirut #BeirutInOurHearts #BeirutExplosion #لبنان #بيروت #مرفأ_بيروت","['#بيروت', '#مرفأ_بيروت', '#BeirutInOurHearts', '#BeirutExplosion', '#بيروت_في_قلوبنا', '#لبنان', '#beirut']",
,,,[],
WatchOurCity.com,Aug 5,(AP News) The Latest: Norway offers $2.74 and medical aid to Lebanon https://watchourcity.com/ap-news/the-latest-lebanese-pm-appeals-for-help-after-beirut-blast/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter… #AccidentsAndDisasters #Diplomacy #DiseasesAndConditions #Embassies #EmergencyCare #ForeignAid #GeneralNews,"['#Embassies', '#DiseasesAndConditions', '#EmergencyCare', '#AccidentsAndDisasters', '#ForeignAid', '#Diplomacy', '#GeneralNews']",
Khaleej Times,Aug 5,Thirty tonnes of medical supplies were sent from the International Humanitarian City in Dubai to #Lebanon #LebanonExplosion #BeirutExplosion,"['#LebanonExplosion', '#BeirutExplosion', '#Lebanon']",
Norway MFA,Aug 5,"I just spoke to FM Wehbe in #Lebanon, expressing my heartfelt condolences to the people of Lebanon after yesterday’s devastating #BeirutExplosion. Norway will increase our humanitarian assistance to Lebanon & contribute w/ medical equipment - FM #EriksenSoreide. 
@NorwayinLebanon","['#EriksenSoreide', '#BeirutExplosion', '#Lebanon']",
dorothy,Aug 5,"Replying to 
@peterre76976220
 and 
@Josiensor",[],
Marvin Martinez,Aug 5,"Some of those interviewers in Lebanon should be ashamed of themselves. How are you interviewing people who are picking up the pieces of their broken homes, still covered in blood and in need of medical help? Fuck the breaking story for that moment and help them. #PrayForLebanon",['#PrayForLebanon'],
Dori Smith,Aug 5,Lebanon needs medical equipment.,[],
Dr Nothing,Aug 5,"It's a humble request to all foreign medical graduates of #Pakistan to raise the voice for your right given by the Constitution of Pakistan. We are nearly 7000+ in number.  Use hashtags#WeWantPMC and #WeRejectPMDC in your tweets.

#Lebanon #Kashmir

#WeWantPMC","['#Pakistan', '#WeWantPMC', '#Kashmir', '#Lebanon', '#WeRejectPMDC']",
"Plony, M.D. for Trump",Aug 5,"Israel offers Lebanon humanitarian and medical aid following Beirut disaster https://jns.org/israel-offers-lebanon-humanitarian-and-medical-aid-following-beirut-disaster/… via 
@JNS_org",[],
karim gasmi,Aug 5,#Tunisia sends two planes loaded with medical aid to #Lebanon . #LebanonExplosion #Blast #BeirutExplosion #lebanonblast #بيروت_في_قلوبنا #لبنان #بيروت_منكوبة #Liban #تفجير_بيروت #lebanonblast #PrayForLebanon,"['#بيروت_في_قلوبنا', '#بيروت_منكوبة', '#Liban', '#LebanonExplosion', '#Tunisia', '#PrayForLebanon', '#BeirutExplosion', '#Lebanon', '#Blast', '#تفجير_بيروت', '#لبنان', '#lebanonblast']",
Alghadeer English,Aug 5,PM Instructs To Send 18 Surgeons With Medical Aids Plane To Lebanon,[],
Zainab,Aug 5,"Lebanon was already suffering the worst economic crisis in its history, and now with the explosion destroying their wheat, medical supplies and infrastructure, Lebanon needs all the help it can get.

But here are words spoken from the shaytan himself. Allah yil3ankom.",[],
Sarah Myers West,Aug 5,"There's an urgent need for medical equipment in Lebanon - 300,000 people lost their homes, and it's time to rally support. Please help if you can.",[],
cosmic kitty pillow pet,Aug 5,Medical Relief to Lebanon,[],
David Crowley,Aug 5,"@USNavy
 I hope that you have already started taking food and medical supplies to Lebanon. Don't wait for Congress or the President to act.",[],
Danny Hajjar داني حجار,Aug 5,"Food, medical supplies, and blood donations are the immediate need in Lebanon. Please also consider the emotional trauma on a population already carrying a heavy mental burden, and donate to 
@embrace_lebanon
, who provide mental health resources nationwide https://embracelebanon.org/donors-and-partners/…",[],
Jamaica Observer,Aug 5,"French President Emmanuel Macron says his country will be sending two planes with dozens of emergency workers, a mobile medical unit and 15 tonnes of aid, to Lebanon this afternoon.",[],
Emanuela C. Del Re,Aug 5," #BeirutExplosion We are preparing, as 
@ItalyMFA
 - 
@cooperazione_it
 within the framework of the EU
 Civil Protection Mechanism & in collaboration with 
@DPCgov
 & 
@MinisteroDifesa
 a 
 carring out 8.5tons of medical material to assist #Lebanon in this dramatic health emergency","['#Lebanon', '#BeirutExplosion']",
Bobby Axelrod,Aug 5,"Serious question ... let’s say we send all this money to donate in Lebanon. Are the banks really allowing people to take out funds to buy medical supplies, rebuild and food? I just want more clarity how this is working.",[],
SebGorkaTweets,Aug 5,"RT gantzbe: Under the direction of Minister of Defense, Benny Gantz and Minister of Foreign Affairs, Gabi_Ashkenazi, Israel approached Lebanon through international defense and diplomatic channels to offer the Lebanese government medical humanitarian aid.",[],
Devdiscourse,Aug 5,#WHO airlifting medical supplies to #Lebanon,"['#WHO', '#Lebanon']",
Jamil Dakwar,Aug 5,"Dr. Masad Barhoum (Palestinian Christian citizen of Israel) and director of largest and closest Israeli hospital to Lebanon, offering to provide medical treatment to Lebanese citizens injured in the #BeirutExplosions. He appeals to Lebanese leaders especially Hassan Nasrallah.",['#BeirutExplosions'],
𝗥𝘂𝘀𝘀𝗶𝗮 𝗶𝗻 𝘁𝗵𝗲 𝗨𝗞,Aug 5,"As hospitals are inundated with new victims of devastating blast,Lebanon needs resources fast!

Russian cultural centre 
@ruslebanon
@rsgov
 opens collection point for essential medical supplies.

#PrayForLebanon
 #بيروت
 http://rs.gov.ru/en/news/73244
#Россотрудничество #Бейрут","['#Россотрудничество', '#PrayForLebanon', '#بيروت', '#Бейрут']",
