,tweet,username,lang
17343,ts orona irus not orina irus nd      unless youre sick ollow the recommendations of medical experts and stop spreading false information  httpstwittercomandralatstatus23785235327328,badoursa,en
17344, msibe enne b3rf ekhtisase medical lab ,shathataha1,zu
17345,"gain in china thr medical teams are wearing diapers because once taken off it has to be changed so in order to save on protective expensive costumes they use adult diapers 
       httpstwittercombbassnourdeenstatus237553225",iamgergy1,en
17346,n addition to his edical octor degree and his  in ealth and apart from being a icensed ietitian r ony bboud onyabboudr cience ounding artner  edical evelopment and ompliance dvisor has just earned a h in ealthducation with distinction  pictwittercomq8o,sciencepro2012,en
17347,gnaz emmelweis he r that figured out in 85 that not washing hands was the number one reason for infections and subsequent fatalities e was ridiculed and kicked out of the profession by the medical community  hey sent him to mental hospital where he died  2,mohamadkaisi,en
17348,22 starts in a few minutes ready to follow live streaming extraordinary times cornoravirus medical conferencing in the time of  twitter   iasociety azarus arlosdelio7 ziadkhatib,idinbeirut,en
17349,"asic protective measures against coronavirus 
ash your hands frequently
2aintain social distancing
3void touching eyes nose and mouth
ractice respiratory hygiene
f you have fever cough and difficulty breathing seek medical care early

nd gift idea   pictwittercomkwqpuy",layal_alekhtiar,en
17350,5 o you know about the shortage of medical supplies e are short on masks in lebanon and were relying on the stocks left that shouldnt be used  necessary so please dont waste masks so that we still have them when we actually need them to take care of patients,sabynmouawad,en
17351,"an you please stop spreading this based on no medical evidence 
 here are no medical evidence on the usefulness of masks in healthy individuals
2 hile wearing a mask unconsciously people tend to touch it frequently which increases the risk of catching the virus",sabynmouawad,en
17352,pray to put into throat to protect frontline medical staff from coronavirus ncovid   httpstwittercomhinaciencestatus2282587837,lamsalebanon,en
17353,and sanitizers  medical masks  soap are now considered luxury  heers ,etiennebas,en
17354,he corona related anxiety hits you differently when youre in the healthcaremedical field,talartel,en
17355,gree with arekherbal  jmirpub has the highest impact factor in medical informatics and among the highest in public health,marcobardus,en
17356,"n my medical language
3 but still in its incubation period
pending elevation",josiannehaddad,en
17357,es i saw them i really think medical  assistance from world should happen to help the people thereits a mandatory humanity call now,rollasiddik,en
17358,"aghrid aker the first coronavirus case in ebanon has tested negative for the corona virus today

hank you to all the soldiers medical staff at afic ariri ospital for all their sacrifices  efforts 
ebanon owes you a lot ",hanadie_ab,en
17359,top licking those shrines and ask for international medical advice  assistance  abide by recommendations oronairusran,rollasiddik,en
17360,o you know the differences between recreational and medical cannabis ondayorning annabisews    pictwittercombymza,lamsalebanon,ar
17361,eam  exam is a smart examination table for eurologists designed by edical octors and ngineers  pictwittercom2xv8z,aubipark,en
17362," httpswwwbeirutcoml553   or medical useeducate youth  awareness first 
what happened in olorado
 httpswwwncbinlmnihgovpmcarticles255
 httpswwwnbcnewscomhealthhealthnewservisitslinkedmarijuanarosecoloradohospitalafterlegalizationstudyn87
 httpswwwusatodaycomstorynewshealth2327potsendingmorepeoplecoloradohospitalafterweedlegalization32857282
annabisews annabisommunity psychosis mentalhealth
mestrate mtvlebanon",lamsalebanon,en
17363,iscounted early registration  abstract submission for the 2nd nnual rtificial ntelligence in ncology ymposium  taking place virtually ctober 2 22  is now open earn more  reserve your spot  httpbitly3gbll 22  oncology pictwittercomzuvq,caseccc,en
17364,or od sake do u need somebody to tell you that prost human trafficking drugs belong to the same line of business ont u know the medical risks behind it  think that on a random sunny day a mf decides to sell sex for money as a career just like that,ketofattymeato,en
17365,t goes without saying that there is an ongoing issue that needs to be addressed hese physicians who lost their positions have worked so hard to make it possible for medical graduates to get the best opportunities with the very limited resources of the ebanese niversity,pierrekhalil,en
17366,"egalization f edical arijuana pproved y ebanese arliaments oint ommittee

ebanon httpstwittercombasselaridistatus232587732225",hanadie_ab,en
17367,"ebanon eeds was founded in 2 as a ebanese  in response to the escalating humanitarian crisis growing needs for medicines medical care ur mission is to create deliver sustainable healthcare solutions for impoverished ebanese   
 httpswwwlebanonneedsorg pictwittercomwr3",classitudemd,en
17368,roud of medical students volunteering in a public hospital medtwitter coronavirus medstudenttwitter 2  pictwittercomv25kfnyd2,lamsalebanon,en
17369,nline medical degree perhaps,eurasiananalyst,en
17370," amily medicine doctor 
 ublic health research intern 
 edical student 

ust my normal family
analyzing the current situation of ovid in our countries reviewing    past outbreaks predicting the possibility of a mutation in the coronavirus strain pictwittercomddeq73",bototheworld,en
17371,"he value of medicine in achieving global health progress  edical breakthroughs are meaningless if they do not reach people and patients wherever they are
ad httpswwwtheguardiancomadvertisercontentglobalhealthprogressthevalueofmedicineinachievingglobalhealthprogress",rollasiddik,en
17372,y third publication in the international journal of clinical and medical cases  offinccesstd pictwittercomly8dsa,med_peter,en
17373,"m considering a business venture yknow being ebanese  all capitalizing on trends is our thing
ould you buy a edical face ask with a pic of your favourite  on it 
ebanon coronavirus

  ",neoamaru,ar
17374,s this wazeer a medical doctor houldnt have he consulted with the experts before letting the passengers go home let alone allow the plane to land hy are most of our people in government so ignorant and inept,samirhafza,en
17375,ait what this doesnt make any sense e can leave against medical advice to be transferred to another hospital s the hospital theyre transferring  requesting this sum or the one ,tonybeayno,en
17376, price increase on medical padin 2 daysebanonrotests  pictwittercombllifa,ahayek2000,ar
17377,"his is why the true spirit of medical education has drawn and continues to draw me 
meded medtwitter clinicaleducation httpswwwjournalofhospitalmedicinecomjhospmedarticle28hospitalmedicineleadershipprofessionaldevelopmentletterfutureteaching",classitudemd,en
17378,any major medical centers in the  already have the capacity to run tests he test is based on polymerase chain reaction or  that screens for bits of the coronavirus  ost major hospitals have sophisticated labs that can conduct these tests,rxfarhat,en
17379,"         

abibimedicalcenter pictwittercomgl",center_tabibi,ar
17380,                mdical gare                     ,khazzakanajib,ar
17381,nti vaxxers will always find a way to express their disapproval so will other proponents of medical practices not based on evidence oint is its better to spread correct news rather than not counteracting fake ones ith time rs skills will be honedself regulated,classitudemd,en
17382,arms and medical industry  rule the world howcasing on coronarovirus by taking wuhan as an in vitro environment and proving to the world than next battle is viral is a strong message to send by hina  2,fadykhatib,en
